Sequence,Author
"[144. 144. 144.  64.  67.   0.   3. 144.  34. 128.  34.  66.  82.   0.
   1. 148. 178. 178.  69. 148. 118.  52.  52.  67.   4. 176.  10. 159.
   5. 112.  40. 121.  88. 148.  69. 152.  92. 159. 159.  88. 125.  71.
  12. 152. 159. 124. 120.   8. 159. 159. 159.  45. 124.  76.  76. 159.
  12. 190. 190. 159. 124.  78.  60.  60.  47.  69.  88.  47.  77.  12.
 109.  44. 141.  76.  12.  92.  45. 124.  77. 156. 159.  65.   5. 172.
  78.  92.  88. 125.  37.  69. 150. 137.  92.   5.  92.  88.  78.  71.
  47.  47.  12. 159.  13.  12.  92.  88.  47.  69. 159.  65.  29.  85.
 180. 144.  72. 124.  76.   5.  88. 159.  13. 190. 190.  76. 110.  12.
 109.  44.  78.  12.  12.  12. 156.  92.  44.  40.  44.  33.  77.  12.
  73.  73.  78.  69.  88.  41.  12.  73.   5. 106.  45. 120. 159. 111.
 124.  37.  71.  78.  78. 152.  92.   5.  88. 172.  78.  78.  47.  12.
  12.  47.  45.  12. 125. 121.  47.  69.  80.  38. 112.  88. 145.  41.
  77.  12.  92.  94.  77.  41.   5.  65.  74.  58.  76.  77.  12. 152.
  92. 145.  80. 172.  92.  69.  45. 190.  92.  45.  12.  12.  92.  77.
  78.  92.  47. 172. 156.  78. 190.  92.  47.  60.  60.  41. 159. 137.
  69. 159. 159.  88.  78.  71.  12. 156.  12.  92.  45. 190. 156.  69.
  66. 158. 127.  44.  68.  20.  44.  44.  34. 172.  78.  92.  52.  77.
  17.   5.  47.  78.  12.   5. 159.  79.  44. 121.  47.  69.  88.  93.
  12. 159.  92.  31. 159.  92. 159.  13. 124. 127. 127.  44. 125.  43.
  -1.  -1. 145. 145.  -1.  -1.  11.  11.  45.  69. 150.  77.  44. 118.
  60.  60. 151.  30. 127. 127. 127. 110.  44.  44.  60.  78.  91.  60.
  44.  30.  40. 144.]",0
"[144. 144. 144.  64.  67.   0.   3. 144.  34. 128.  34.  66.  82.   0.
   1. 148. 178.   5.  68.  68. 110.  52.   5.  69.  31.  53.  60.  20.
  76.  20.  68. 121.  47.  69. 152.  12. 159.  92.  47.  47. 156.  78.
  12.  92.   6. 132.  41.  78.  12.  12.  12.  12.  12.  12.  88. 159.
  45. 190. 190.  76.  60.  65. 159. 190.  76.  77.  92.  12. 156.  12.
 159.  92.  92. 157.  44.  44.  44.  44.  60.  47. 156. 190.  53.  72.
  65. 185. 190. 142.  76.  12.  71.  52.   5. 185.  13.  13.  30.  30.
  12. 152.  92.   5.  45. 189. 157.  73.  12.   5.  13. 190.  76. 110.
  44.  12. 158.  76.  79.  12.  45. 190. 156. 132.  69. 152.  92. 111.
   6. 132.   5.  78. 156. 156.  12.  72.  45. 190. 156. 132. 100. 119.
 121.  45.  77.  92. 159.  76. 157. 189.  76.  47.  12.  12. 159.  31.
  76.  52.   4. 190.  60.  76.  14. 110. 109.  76.  76.  92.  47. 172.
  12.  47. 172. 156.  13.  12.  13. 125.  12.  73.   8.  78.  12. 180.
   0.   5. 125.  77.  12.   8.  12.  88.  92. 127.  44. 158.  44.  40.
  44.  47. 172.  60.  13. 158. 127.  40.  44.  40.  77.  92.  73. 127.
  92.  47.   6.  41.  92.  68.  20. 157.  92.  92.  13.  46. 172. 127.
  92.  92.  93.  12. 117.  61.  47.  92.  88. 173. 172.  91.  78.  47.
  12.  92.  13.  69. 178. 152.  92.  45.  13.  47. 156.  78.  78.  30.
  78.  69.  73.  30. 156. 141. 140. 158.  44.  88.  77.  29.  44. 125.
  44.  47.  12.  45.  13.  13.  30.  78.  12.  92.  31. 190.  12. 159.
 159. 159. 190.  76.  76.  74. 109. 191.  12.  13.  13.  47.  30.  78.
  12.  12.  92. 157.  47. 172.  78.  78. 152.  47.  78.  12.  31.  31.
 159. 137.  73.  30.  12.  12.  13.  77.  92. 185.  12.  28.  78.  30.
  78.  47.  78.  92.  47.  78.  78. 125.  44.  88.  44.  44.  30. 144.]",0
"[144. 144. 144.  64.   0. 112. 112. 176.  82.   0.  82.  66.  34. 128.
 131.  52.  50.  68.  68. 120.  47.   4. 106.  68.  36.   5.  88.  12.
  12.  42.   6. 156.  12. 156. 152.  28. 159. 124.  26. 189.  61.  13.
 124. 189. 111.  12.  42.  77. 156.  30.  44.  47.  12. 124.  37. 156.
 156.  77. 157. 159.  47.  13. 106.  77.  30.  30.  45.  77.  69.  77.
  12.  47.  78.  69.  88.  76. 156.  88.  56. 156.  44.  37.  56.  44.
 124. 117.  24. 124.  12.   0.  12.  60.  47. 159.  13.  60.  12. 125.
 172.  78.  12. 111.  92.  44.  44. 157.  47.  30. 156.  77. 159.  13.
   4. 190.  79.  79. 159. 110.  12.  12. 124.  45.  92. 159.  76. 157.
  12.  77.  92.  77. 156. 124.  13.  45. 124.  92.  60.  13.  92.  92.
 159.  12.  12.  13.  60.  47.  12.  93.  47. 159.  12.  45. 124.  37.
  23. 124.  12.   0.  88.  76. 156.  25.  22. 156.  44.  32. 120. 108.
 188.  77.  12.  28. 159. 110.  79.  79. 190. 190. 159.  76.  76.  31.
  72.  77. 156.  44.  73.  12. 124.  15.   5.  93.  12.  47.  92.  28.
 121.  93.  15. 124. 158. 125. 127.  13. 127.  78. 172.  92. 110.  13.
  92. 157.  92.  44.  44.  77.  30. 156.  44.  44.  47.  45.  79.  77.
  43.  30. 159.  12.  12. 111. 159.  76.  76. 110.  77.  78.  44.  92.
  12. 189.  76.  30. 157.  44.  92.  13.  45. 156.  12. 158.  44.  60.
  47.  13. 106.  12.  30.  30.  92.  78.  12.  77.  78.  44.  44.  20.
  92.  44.  44.  88.  44. 127.  92.  30.  38. 156. 156. 118. 121.  44.
  44.  78.  78.  88.  44.  44.  30. 144.]",0
"[ 64.  64. 144. 144.   3.   0.  67.  64.  65.  80.  65. 146.   1.   0.
  82. 148. 146. 144.  33.  20.  20.   0. 119.  72.  10. 145.   8.  38.
  84.  84.  64.  74.  34. 148.   5.   5.  82.   0.  69.   8. 146.  68.
  60. 172.   8.  47.  12.  92.  92. 172.  78.  12.  12.   3.  69.  12.
 172. 156.  92.  47. 159.  92.  79.  12. 159.  13. 141.  78.  78.  78.
  71.  77.  12.  12.  12.  92.  47. 172.  41.  78.  12.  92.  69.  47.
  94. 124.  37.  12.  92.  92.   5.  60.  45. 124.  37.  92.  29.  92.
 156. 158. 119. 172.  77.  78.  73. 157.  92. 125.  12.  12.  14. 158.
  92.  13.  28.  28.  92. 156.  12.  45. 124. 159. 159.   8.  73.  12.
  93. 127. 157.  92.  13.  45. 124.  79.  92. 109.  44.  79.  33.  44.
 180.  33.  33.  44. 172.  60. 127.  44.  60.  44.  44.  60. 127. 172.
  78.  12.  12. 145.   7. 156.  92. 172.  78.  78.  30. 141.  12.  12.
  45. 190.   5.  12.  12.  12. 159. 190. 190. 124.  45. 159. 159. 159.
 142. 142. 190.  76.  65.  65.  92.  92.  92.  92. 124. 124. 124. 124.
 159.  92.  69.  31.  13. 142. 124.  76.  76. 106.  92. 159.  76.  92.
  92. 121.   0.  47.  47.  47.  41.  12.  12.   8. 156. 158. 158. 153.
 121.  20.  12.  47.  93. 125.  47.  47.  93.  20. 125.  92.  92.  12.
  92.  60.  47.  12.  15. 124.   8. 116. 124. 124.  79.  30.  12.  74.
 127.  44.  40.  25.  44.  44. 172. 127.  60.  44. 172.  60.  44.  13.
 159. 141. 111.  45.  30.  77.  12.  12. 159.  92.  47.  47.  77.   5.
  12.  12.  88.  47. 172. 190. 111.  30. 156.   5.  13.   8. 156. 156.
  13.  12.  13. 188. 108. 109.  76. 181. 124. 141.  76.  76.  76. 110.
  63.  29. 157.  92.  12. 174.  44.  30.  30.  44.  44.  61. 110.  76.
  12.  12.  76.  76.  76. 190.  76.  76. 190.  14. 151.  44. 110.  46.
  46.  44. 127.  13. 127.  46.  46. 190. 124.  79. 120.  37.  12.  12.
  12.  12.  69. 111.   5.  69.  45.  44.  44.  45. 190. 124.  37.  30.
  45.  77. 156.  12.  92.  92.  13.  13.  92. 158.  92.  13.  93.  92.
 159.  44.  44.  92.  78. 157. 125. 127.  44.  88. 127. 127.  92.  68.
 127. 127.  14.  87.  47.  47.  12.  78.  47.  13. 127.  92.  88. 127.
  74. 127. 127. 127.  36.  20.  78.  78.  12.   8.  37.  92.  92.  47.
  47.  47.  41.  12. 156. 156.  13. 172. 156. 156.  13.  12.  79. 172.
  78. 141. 156. 145.  92.  12.  47.  47.   0. 159.   5.  12.  61. 190.
  47.  92. 156.  12.  12.  78.  78. 141. 156. 158. 158.  92.  44.  44.
  47. 172.  77. 125. 125.  12.  12.  12. 157. 156.  92.  47. 125.  78.
  79.  79. 157. 110. 111. 111. 156. 142. 190.  94.  92.  78.  12.  12.
  12.  92.  47.  47.  47.  78.  12.  12.  13.  41.  41. 127.  13. 125.
 125.  44.  44. 125.  44. 127.  60. 121. 121. 127. 127.  20.  44.  44.
  88.  41. 159. 190.  12.  31.  93.  12.  69.  77.  92.   5.  92. 149.
  47.  92.  92. 141.  78.  78.  44.  44.  44. 158. 158. 157.  44.  45.
  30.  30. 156. 144. 144. 144.]",0
"[ 64.  64. 144.  66.  82.   1. 146.  64.  65.  80.  65. 146. 148.   3.
  69.  12.  47.   8.   5.  33. 156.   1. 152.  12.  12.   8.  45.  77.
 156.  12.  88. 172.  78.  64. 111. 124.  12.  77.  92.  45. 190.  60.
  92. 119. 185.  92.  47.  47.  30.  30.  12.  77.  92. 159. 172. 124.
  77.  77.  12.  12.  12. 111.  76.  78.  13. 111.  92. 159.  13.  13.
  12.   8. 185.  92.  31. 124.  76.  31.  79.  15. 159.  76. 110.  14.
  76. 124.  76.  76.  44.  12.  92.  28.  12.  12.  12. 156.  78. 172.
  92. 156.  12. 111.  92.  12.  13.  92. 125.  47.  30.  78.  12.  47.
  47.  92.  47. 157.  92.  88.  41.  47. 172. 158.  78.  41.  38. 172.
   8.  93.  12. 180.  73.  12.  12.  12.  12. 159.  28. 119.  92.  47.
  28. 119.  92.  47.  12.  12.  47.   0.  92.  28.  47. 159.  13. 124.
  12.  45. 124. 185.  12.  13. 125.   0.  79.  13. 127. 121. 121.  47.
  47.  60. 127.  92.  44.  44.  44.  60. 121.  13.  47.  28.  13. 158.
   6. 172. 172.  28.  92.  13.  92.  92. 158.  92.  28.  60.  28.   6.
   6.  92.  13. 127. 127.  13. 158.  41.  92.  93.  12.  47.  73.   0.
   0. 100.  37.  13.  47.  13.  77. 159.  47.  47.  12.  12.  47.  47.
  45.  76.  76.  12.  12. 159.   5.  88. 156.  12.  13.  77.   6.   8.
  13.  12.  78.  30.  47.  47.  13. 157.  92.  92.  45.  45. 124.  77.
  78.  12.  92.  93. 156.  64. 178. 146.  13.  93.  28.  47.  12.  93.
  92.  28.  12.  47.  47.  28. 125. 157.  44.  47.  78.  12.  12.  12.
 159.  47.  47. 156.  78.  47.  92.  12.  12. 180. 159.  44.  44.  78.
 121.  60.  78.  92.  47. 172.  78. 156. 159. 125. 156.  76.  79.  12.
  47.  47.  12. 125.  78.  30.  12. 172.  78.  12.  78.  77.  12.  45.
  47.  30. 159.  14.  44. 125. 172.  13. 127.  45. 141.  12. 159.  47.
  78.  12.  47. 156. 156.  25.  25. 125.  44.  44. 125.  44.  30.  78.
  30. 157. 157.  92.  30.  30. 156. 144. 144. 144.]",0
"[144. 144. 144. 146. 180.  69.   8. 146.  90.  78.   6.  12.  12. 159.
  13.  78. 159. 124.  15. 141.   8.   8.  78.  78.  12. 159.  92.  76.
 159. 159.  92.  15. 159.  79.  12.  69.  76. 183. 159. 190.  79.  12.
 110.  76.  76. 190.  12.  12.  92.  92.   5.  13.  47. 172.  12. 190.
  12.  12.  12.  12.  44.  47.  12.  12.  45.  77. 159.  47.  47.  30.
  78.  12.  92.  13.  12.  12.  15.  13. 125.  12. 159.  93.  47.  28.
  47.  13.  28.  47.  28.  12.  12.  12.  12.  45.  79.  77.  78.  92.
  28. 125.  12.  12.  92.  13.  78.  78.  77.  78.  28.  15. 125.  12.
  12. 159.  13. 172.  93.  77.  92. 159.  28. 172.  47. 156.  12.  92.
  12.  12.  78.  30.  78.  28.  12.  13.  28.  13. 158.  44.  60. 125.
  44.  44.  60.  60. 127.  44.  44. 125.  78. 127.  28.  28. 121. 127.
 127.  45.  46. 158.  28.  92.  47.  28.  12.  92.  92. 127.  28.   7.
 127.  13.  13.  28.  12.  14. 124. 157.  44. 159.  77.  78.  92.  47.
 152.  41.  92.  79.  28.  92.  78.  41.  12.  47.  78.  30.  78.  12.
  12.  12.  12.  12.  31.  76.  92.  12.  15. 124. 191.  44.  78.  30.
  28.  92. 125.  12.  12.  12.  92.  28.  78.  78.  78.  44.  44. 190.
  77.  77. 156. 172.  78. 111.  92.  12.  12.  47.  78.  12.  92.  47.
  76. 141.  12.  13.  28.  12.  12.  12.  12.  28.  20.  60.  13.  47.
  45. 156.  78.  12.  28.  78.  78.  12.  28.  92.  78.  30.  78.  12.
  47.  28. 159.  78.  40. 151. 157.  47.  77.  78.  28.  12.  92.  45.
 124.  12.  12.  13.  14.  47.  78.  30.  78.  12.  12.  78.  47.  78.
  30. 109. 121. 127. 127.  44.  44. 125.  44.  44.  44.  60. 127. 127.
 125.  44.  60.  44.  44.  30.  30. 144.]",0
"[ -1.  64.  64.  64.  64.   4. 132.  68.  20.  20.  52.  52.  84. 100.
 132. 132.   0.  82. 176.  66.   3. 180.   1. 132. 100. 132.  66.  68.
  52.  68.   2.  20.   4.  63. 188. 124.  60.  44. 156. 100. 158. 124.
  12. 180.  33.  25.  17. 164.  40.  73. 180.  25. 184. 164.  98.   5.
   2. 100. 100. 120. 120. 143.  61. 172. 172. 140.  25.  25.  31.  76.
  65. 110. 124.   5.   5. 110. 110.  45.  44.  52.  79.  65. 110.  28.
  12.  12.  73.  37. 108.  76.  31.  29.  44.  44. 111. 111.  92.  79.
 124. 191. 108.  29. 111.  30. 191.  45. 157. 191. 124.  30. 109. 143.
  77.  79.  79.  26.  26. 110. 110.  40.  40. 149. 146. 164.  12.  79.
  12.  12. 124. 124. 124.  65.  79.  12. 143.   5.  79.   8.  37.   5.
   5. 108.  52.  28. 188.  30. 180. 180.  31.  12.  92.  92. 122.   5.
   5. 110. 110.   5.  37.  14.  12.  79.  79. 157. 191.  31.  31.  41.
  12.  12.  12.  41.  25. 191.  37. 157.  44. 120.  32.  20. 144.  12.
   5. 110.  45.  73. 149.  79. 120. 124.  37. 124. 156. 124. 151.  34.
 124.  39.  12.   5.  92.   5.  68.  79.  73.  79.  79.  52.  79. 124.
   5. 124. 124. 191.  25.  25.  25. 191. 156. 140. 124. 124.  79.  52.
  79.  92.  92.  31.  44.  44.  73.  30.  30.  92.  65.  73. 180.   9.
  77.  30. 184. 124. 191. 191.  60.  76.  52.  79.  31.  79.  28.   4.
  79.  45. 110. 110.  79.  92. 110.  44.  37. 100. 100.  52.  20.  31.
  12.  41.  12.  73. 180. 180.  25.  40.  25. 132.  30.  12.  40.  25.
  37.  25. 180.  21. 156.  25.  25.  93.  44.  37. 100.  84. 104.  44.
  30. 174. 111. 111.  21.  21. 191. 124.  46.  46.  28.  85. 180. 156.
  44.  20.  77.  25. 156.  25. 132. 108.  92.  92.  92. 108. 108. 108.
 100. 100. 140. 156. 109.  25.  72.  52. 111.  92. 136. 111.  77.  37.
  40.  73.  28.  12.  12.  12.  26. 174.  21.  79.  79.  79. 188.  30.
  25. 143. 184.  12.  65.  92. 143.  77. 124. 143.  44.  77. 124. 109.
 124. 188.  26. 191.  12.  12. 110.  30. 124.  12. 188.  41.  12. 191.
 124. 124. 124.  45. 118.  44.  31.  79.  12.  12. 124. 124.   5.  76.
  76.   5.  68.  52.  76.  12. 190. 142.  76.  76.  92.  92. 159.  12.
 156. 156. 188. 190.  90. 124.  12.  73.  73.  45. 124. 140. 140. 125.
  20.  60.  60.  12.  12. 188. 188. 156.  92.  92.  76. 121.  76.  76.
  76.  44.  12.  53.  50. 124.  12. 159. 185. 100. 124. 157.  74.  76.
  52.  74.  45. 156. 156.  12.  47.  79. 105.  44.  79. 109. 124.  92.
  52.  79.  73. 180.  41. 188.  14. 110. 188.  44.  12.  44.  79.  12.
  79. 143.  77.  44. 124. 184. 191. 124.  44.  76. 105.  44.  44.  44.
  72.  28.  79.  45.  79. 110.  79.  65.  65. 110. 124.   5.   5. 110.
 110. 110.  52.  79. 110. 110.  28. 117.  44.  20.   4.  31.  72. 176.
 176. 176.]",0
[ -1.  -1.  -1. ... 185.  52.  52.],0
"[ 80.  87. 172. 172. 172. 172. 172. 172. 172. 172.   7. 158.  28.   7.
  92.  92.  28.  13.  28.  92.  47. 172.  47.  13.  12.  47.  12.  12.
 159.  12.  92.  93.  12.   0.   7. 158.  92.  87. 172. 172. 172. 172.
 172. 172. 172. 172.   7. 158.  28.   7.  92.  92.  28.  13.  28.  92.
  47. 172.  47.  13.  12.  47.  12.  12. 159.  12.  92.  93.  12.   0.
   0.  73.  73.   7.  92.  92.  92.  92. 158.  92.  92.  92.   0.  47.
  12. 119.  12.  12.  28. 159.  93.  12. 159.  88.  92.  92.  92.  92.
  13.  92. 127. 157.  13.  13.  13.  13. 158. 172.  13.   7.  92.  92.
  92.  92. 158.  92.  92.  92.   0.  47.  12. 119.  12.  12.  28. 159.
  93.  12. 159.  88.  92.  92.  92.  92.  13.  92. 127. 157.  13.  13.
  13.  41.  80.  80.  80.  -1.  -1.  33.  41. 158.   7.   7.  92.  56.
  56.  37.  28.  13.  92.  56.  56.  60. 151. 109. 125.  12.  20.  78.
  40.  25.  25.  44.  41. 158.   7.   7.  92.  56.  56.  37.  28.  13.
  92.  56.  56.  60. 151. 109. 125.  12.  20.  78.  40. 144.  17. 144.
 151.  78.  20.   5.   5.  47.  12. 159.  92.  73.  47.  13. 158.  92.
 158.   9. 140. 140.   9. 124.  60. 113.  68.  68.  74.   9. 158.  68.
 121.  60.  41.   8.  92.  60.  44.  44.  41. 158.   7.   7.  92.  56.
  56.  37.  13.  13.  92.  56.  56.  60. 151. 151. 109.  77.  60.  44.
  44.  20.  20.  44. 151.  78.  20.   5.   5.  47.  12. 159.  92.  73.
  47.  13. 158.  92. 158.   9. 140. 140.   9. 124.  60. 113.  68.  68.
  74.   9. 158.  68. 121.  60.  41.   8.  92.  60.  44.  44.  41. 158.
   7.   7.  92.  56.  56.  37.  13.  13.  92.  56.  56.  60. 151. 151.
 109.  77.  60.  44.  44.  33.  33.  33.  -1.  -1.  80.  87. 172. 172.
 172. 172. 172. 172. 172. 172.   7. 158.  28.   7.  92.  92.  28.  13.
  28.  92.  47. 172.  47.  13.  12.  47.  12.  12. 159.  12.  92.  93.
  12.   0.   7. 158.  92.  87. 172. 172. 172. 172. 172. 172. 172. 172.
   7. 158.  28.   7.  92.  92.  28.  13.  28.  92.  47. 172.  47.  13.
  12.  47.  12.  12. 159.  12.  92.  93.  12.   0.   0.  73.  73.   7.
  92.  92.  92.  92. 158.  92.  92.  92.   0.  47.  12. 119.  12.  12.
  28. 159.  93.  12. 159.  88.  92.  92.  92.  92.  13.  92. 127. 157.
  13.  13.  13.  13. 158. 172.  13.   7.  92.  92.  92.  92. 158.  92.
  92.  92.   0.  47.  12. 119.  12.  12.  28. 159.  93.  12. 159.  88.
  92.  92.  92.  92.  13.  92. 127. 157.  13.  13.  13.  41.  80.  80.
  80.  -1.  -1.  -1.  80.  92.  92.  92.  92.  92.  92.  92.  92.  92.
  92.  12.  28.  92.  92.  92.  92.  12. 119.  12.  28.  28.  28.  12.
  92.  92.  92.  92.  92.  92.  92.  92.  92.  92.  92.  12.  28.  92.
  92.  92.  92.  12. 119.  12.  28.  28.  28.  12.   0.  12.  12.  12.
  12.  14. 127.  44. 110. 127.  44.  44. 172.  15.  29.  29.  28.  13.
  28.  92. 158.  47.  28.  92.  13.  12.  12.  12.  12.  14. 127.  44.
 110. 127.  44.  44. 172.  15.  29.  29.  28.  13.  28.  92. 158.  47.
  28.  92.  80.  87. 172. 172. 172. 172. 172. 172. 172. 172.   7. 158.
  28.   7.  92.  92.  28.  13.  28.  92.  13.  47.  88.  13.  12.  12.
  73.  12. 159.  28.  92.  93. 119.  12.   0. 158.  92.  87. 172. 172.
 172. 172. 172. 172. 172. 172.   7. 158.  28.   7.  92.  92.  28.  13.
  28.  92.  13.  47.  88.  13.  12.  12.  73.  12. 159.  28.  92.  93.
 119.  12.   0.  73.  73.   7.  92.  92.  92.  92. 158. 122.  92.  92.
   0.  47.  12. 119.  12.  12.  28. 159.  93.  12.  28. 159.   7.  92.
   0.  92.  47.  28. 158.  13.  28.  13. 158.  13.   5.   7.  13.   7.
  92.  92.  92.  92. 158. 122.  92.  92.   0.  47.  12. 119.  12.  12.
  28. 159.  93.  12.  28. 159.   7.  92.   0.  92.  47.  28. 158.  13.
  28.  13. 158.  13.  80.  80.  80.  -1.  -1.  80.  47. 127. 158.  92.
  80. 158. 158.  92.  80.  80.  80.  80. 158.  28.  13.  92.  47. 127.
 158.  92.  80. 158. 158.  92.  80.  80.  80.  80. 158.  92.   0.  92.
  47. 127. 158.  92.  80. 158. 158.  92.  80.  80.  80.  80. 158.  28.
  13.  92.  47. 127. 158.  92.  80. 158. 158.  92.  80.  80.  80.  80.
 158.  92.   0.   0.  92.   5.   5.  92.   7. 158.   5.  92.   7.  92.
  80. 172.  13.  28.  13.  92.  92.   5.   5.  92.   7. 158.   5.  92.
   7.  92.  80.   5.  92.  13. 147.  92.  92.   5.   5.  92.   7. 158.
   5.  92.   7.  92.  80. 172.  13.  28.  13.  92.  92.   5.   5.  92.
   7. 158.   5.  92.   7.  92.  80.   5.  92.  13. 147.  80.  87. 172.
 172. 172. 172. 172. 172. 172. 172.   7. 158.  28.   7.  92.  92.  28.
  13.  28.  92.  13.  47.  88.  13.  12.  12.  73.  12. 159.  28.  92.
  93. 119.  12.   0. 158.  92.  87. 172. 172. 172. 172. 172. 172. 172.
 172.   7. 158.  28.   7.  92.  92.  28.  13.  28.  92.  13.  47.  88.
  13.  12.  12.  73.  12. 159.  28.  92.  93. 119.  12.   0.  73.  73.
   7.  92.  92.  92.  92. 158. 122.  92.  92.   0.  47.  12. 119.  12.
  12.  28. 159.  93.  12.  28. 159.   7.  92.   0.  92.  47.  28. 158.
  13.  28.  13. 158.  13.   5.   7.  13.   7.  92.  92.  92.  92. 158.
 122.  92.  92.   0.  47.  12. 119.  12.  12.  28. 159.  93.  12.  28.
 159.   7.  92.   0.  92.  47.  28. 158.  13.  28.  13. 158.  13.  80.
  80.]",0
"[  5. 158.  92.  92. 158. 158.  92.  92.  28.  28.  28.  47.  13.  28.
  28.  13.  92.  92.  92.  92.  92.  92.  92.  13.  13.  92.  92.  92.
  92. 127.  13.  28.  28. 127.  13. 153. 172.   7. 158. 158. 158. 158.
  92.  92. 158. 158.  92.  92.  47. 127.  28. 158. 127.  92.  92. 158.
  13.  47.  12.  12.  47.  47.  47.   0.  92.  47.  28.  47.  92.  12.
  12.  47.  73.  47.  12.  12.  47.  47.  47.   0.  92.  47.  28.  12.
  92. 125. 125.  73.  12.  12.  12. 159.  12.  12.  12.  93.  12.  12.
  12.  12.  12.  12.  12.  12.  12.  28.  12.  28.  13.  13.  28.  47.
  13. 127.  28. 158. 172.  92.  28. 158.  28. 127. 127. 127. 127. 127.
 127.  44.  28. 127.  28.  13.  28.  92. 158.  47.  28. 125. 125. 127.
  44.  44.  44.  44.  44.  44.  44.  44.  44.  44.  47.  47. 127. 127.
  44. 125.  44.  44.  44.  44.  44.  44.  44.  60. 124. 124. 124. 124.
 124. 124. 124. 159.  12.  12.  12.  12.  12.  12.  12.  12.  92.  92.
  92.  92.  92.  92.  92.  92.  13.  28.  92.  47.  13.  28.  92.  13.
  29.  93.  93.  13.  93. 190.  46. 124. 124.  93.  93.  12.  78.  30.
  30.  12. 156. 157. 157. 125.  28.  93.  29.  93.  29. 172.  60. 172.
 172. 172.  60. 172. 172. 172. 172. 172.  15.  29. 127.  29.  29.  15.
  29.  15.  15. 172. 172.  15.  13.  92.  14. 140.  15. 124. 124. 140.
  15.  60.  60.  95. 140.  60.  60.  95.  93.  29.  29.  12.  95.  93.
  29.  28.  28.  12.  12.  12.  12.  12.  12.  29.  29.  29.  29.  12.
  93.  29.  29.  29. 124.  13.  13.  13.  13.  93.  93.  13.  93. 190.
 190. 124. 124. 124. 124. 124. 124. 124. 124. 124.  29.  15.  29.  93.
  29. 172.  93. 127.  29. 158.  14.  46. 124. 124. 124. 124. 124. 124.
 124.  14. 158.  46.  60.  45. 124.  15.  60.  29. 140. 140. 124. 124.
 140. 140. 140.  28. 125. 125. 125. 157.  44.  44.  44.  92.  44.  60.
  60.  13.  13.  60.  60.  60.  28. 127.  28.  92.  28.  92.  13.  47.
  78. 156.  12. 145. 141.  12.  12.  12.  92.  12.  12.  12.  12.  12.
  12.  12.  47.  13.  79. 124.  28.  12.  78.  92.  28.  94.  77.  30.
  12.  12.  12.  12.  12.  12.  12.  13.  12.  78.  92.  78.  13.  47.
  92. 145.   2.   7.   7.   2.   2.   7.   7.   2.  13.  28.  92.  47.
  13.  28.  92.  47. 173. 173. 173.  15. 159. 126.  12.  12.  12.  13.
  13.  92. 158. 110.  92.  92.  44.  13.  13.  14.  77. 126. 126.  93.
  28.  28.  92.  92.  13.  13.  92. 158.  92.  92.  92.  92.  92.  92.
  92.  13.  13.  92.  92.  92.  92. 127.  92.  80.]",0
"[146. 147. 146. 100. 153. 158.  60.  88.  33.  92.  22. 110.  44.  60.
  33. 127. 158. 110.  44.  60.  33.  92.  12.  30.  78. 111.  69.  12.
  73.  12.  28.  41.   8. 125.  30.  30.  12.   8. 172.  47.  12.  78.
  12.  69. 145. 148.  60.  13. 172. 127.   9. 140.  60.  28. 127. 127.
   9. 140.  60. 158.  28.  88. 172.  12.  92.  28.  88.  47.  36. 121.
  37.  77. 159.   5.  60.  15.  41.  15.  13.  78.  44. 127. 158. 110.
  44.  60.  33.  93.  15.  28.  60. 127. 160.  15. 122.  29. 172. 160.
 160. 172.   3.  80.  45.  34.   6.  15.  35. 113.  60.  32.  37.  15.
  41. 127.  29.   9. 127.  46. 190. 190. 124.   6. 140.  15. 140.  46.
  13.  37. 113. 172.  92.  13. 127.  30. 151.  44.  33.  33.  44.  17.
 151.  44.  33.  33.  44.  17. 151. 124.  32.  39.  12. 112. 119.  92.
   0.   7. 172.  80.  87.  60. 160.  56.  60.  48.  56. 127. 144. 151.
  44.  33.  33.  92. 153.  13.  28. 121.  74.  13. 110. 110.  44.  74.
  60. 127.  60.  44. 110.  78. 125.  30.  77. 127. 120.  32.  32.]",0
